0,0.9539515191877496,0.7615770129403676,0.2054173196242969,0.8920301311931925,0.7068509839220561,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0.7039653933735325
1,0.92549133,0.78017694,0.33371183,0.001053177,0.69014835,0.0851908,0.8624451,0.6272912,0.57016724,x,x,x,x,x,x,x,x,x,x,x,x,0.5417417287826538
2,0.8914367,0.18750395,0.27799267,0.004050205,0.54831153,0.09007455,0.7387077,0.5503842,0.30511183,0.0072794775,0.72698075,0.26974404,0.3769504,x,x,x,x,x,x,x,x,0.3826559782028198
3,0.8703513,0.077645294,0.08506105,0.0,0.5495653,0.0026342594,0.7651572,0.6881363,0.07332966,0.0,0.028684683,0.28788957,0.28801194,0.37364012,0.4439083,0.46919817,0.0,x,x,x,x,0.2943066656589508
4,0.85460776,0.017330762,0.0028875973,0.0,0.4429434,0.0018236039,0.66101015,0.580953,0.006398222,0.0,0.019028902,0.2506126,0.3344165,0.30958647,0.460905,0.7028079,0.0,0.27510986,0.24992344,0.3606528,0.36496803,0.2807602286338806
